tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
3081.00;1180116726_0;35.84;11.52;2957.00;0.63;-86484895_0;5.10;12.81;tripinfo_veh4901 routing_veh4901;124.00;veh4901;1;932.87;0.92;0.00;26.84;veh_passenger;;1;6.00
3082.00;894137679#2_1;35.24;13.04;2866.00;0.71;894857834_0;5.10;14.07;tripinfo_veh4750 routing_veh4750;216.00;veh4750;1;1671.14;1.01;0.00;63.97;veh_passenger;;3;28.00
3082.00;86484921#1_0;3.31;4.34;2869.00;0.70;405513787#0_0;5.10;0.00;tripinfo_veh4755 routing_veh4755;213.00;veh4755;1;3383.07;1.07;0.00;40.51;veh_passenger;;0;0.00
3083.00;-403123152#2_0;16.20;11.63;2679.00;0.11;40972458#1_0;3.15;0.00;tripinfo_veh4441 routing_veh4441;404.00;veh4441;1;3386.27;0.99;0.00;118.45;veh_passenger;;4;63.00
3083.00;894843680_1;74.72;12.49;2831.00;0.10;102321874#3_0;5.10;0.00;tripinfo_veh4693 routing_veh4693;252.00;veh4693;1;2627.44;0.94;0.00;39.18;veh_passenger;;2;2.00
3084.00;337243756#5_0;10.52;12.38;2739.00;0.39;61426883#2_0;5.10;0.00;tripinfo_veh4540 routing_veh4540;345.00;veh4540;1;3140.36;1.00;0.00;91.09;veh_passenger;;3;23.00
3085.00;-61426872#7_0;50.37;7.70;2525.00;0.53;351447905_0;5.10;14.67;tripinfo_veh4185 routing_veh4185;560.00;veh4185;1;4595.70;1.06;0.00;181.76;veh_passenger;;10;76.00
3085.00;347760563#2_2;3.75;14.79;2678.00;0.92;542542877_0;5.10;0.00;tripinfo_veh4438 routing_veh4438;407.00;veh4438;1;3825.11;1.07;0.00;125.27;veh_passenger;;6;57.00
3085.00;102321874#4_0;50.14;8.46;2699.00;0.81;48903012#0_0;5.10;0.00;tripinfo_veh4473 routing_veh4473;386.00;veh4473;1;3488.41;1.04;0.00;122.77;veh_passenger;;4;53.00
3085.00;1180116726_0;35.84;14.03;2741.00;0.58;1148541133#4_0;5.10;0.00;tripinfo_veh4543 routing_veh4543;344.00;veh4543;1;3599.94;1.07;0.00;80.25;veh_passenger;;2;5.00
3086.00;49217114#1_0;101.14;6.78;2288.00;0.60;-271043920_0;5.10;2.67;tripinfo_veh3792 routing_veh3792;798.00;veh3792;1;6329.75;0.96;0.00;153.58;veh_passenger;;6;25.00
3086.00;45393776_0;101.63;14.84;2754.00;0.31;257861448#2_0;5.10;0.00;tripinfo_veh4565 routing_veh4565;332.00;veh4565;1;3315.33;1.14;0.00;110.50;veh_passenger;;5;37.00
3087.00;-48903018#1_0;12.49;10.15;2687.00;0.27;-338566786#0_0;5.10;0.00;tripinfo_veh4454 routing_veh4454;400.00;veh4454;1;3645.06;0.80;0.00;61.10;veh_passenger;;3;14.00
3087.00;402219379#1_0;90.28;7.10;2877.00;0.86;893243543_1;5.10;0.00;tripinfo_veh4768 routing_veh4768;210.00;veh4768;1;1688.15;0.96;0.00;43.29;veh_passenger;;1;15.00
3088.00;-48537876#0_0;77.88;13.15;2538.00;0.86;-283122516#2_0;5.10;13.85;tripinfo_veh4206 routing_veh4206;550.00;veh4206;1;5452.64;1.00;0.00;192.26;veh_passenger;;7;81.00
3088.00;242293620_0;66.35;12.81;2767.00;0.04;1160030823#0_1;5.10;0.00;tripinfo_veh4587 routing_veh4587;321.00;veh4587;1;2963.75;0.94;0.00;69.75;veh_passenger;;2;23.00
3091.00;402499842#1_0;5.96;15.46;2850.00;0.40;-250051647#2_0;5.10;0.00;tripinfo_veh4724 routing_veh4724;241.00;veh4724;1;2682.42;1.14;0.00;67.59;veh_passenger;;2;16.00
3092.00;409617872_0;16.06;2.47;2606.00;0.10;306730606#2_0;5.10;0.00;tripinfo_veh4320 routing_veh4320;486.00;veh4320;1;5320.40;0.99;0.00;153.48;veh_passenger;;8;49.00
3092.00;-48203222_0;46.48;12.05;2690.00;0.25;1148281186#5_0;5.10;0.00;tripinfo_veh4459 routing_veh4459;402.00;veh4459;1;3101.68;0.95;0.00;74.91;veh_passenger;;3;25.00
3092.00;313712512_0;87.50;2.32;2694.00;0.03;400679084#3_0;5.10;0.00;tripinfo_veh4466 routing_veh4466;398.00;veh4466;1;2895.13;1.05;0.00;131.72;veh_passenger;;3;52.00
3092.00;84012024_0;52.90;1.98;2776.00;0.59;48537818_0;5.10;0.00;tripinfo_veh4601 routing_veh4601;316.00;veh4601;1;2669.22;1.03;0.00;74.53;veh_passenger;;3;10.00
3092.00;81508888#2_0;0.20;13.57;2937.00;0.53;-271168765_0;5.10;14.11;tripinfo_veh4868 routing_veh4868;155.00;veh4868;1;1422.12;1.02;0.00;13.71;veh_passenger;;0;0.00
3092.00;347760559#7_0;93.42;12.57;2977.00;0.72;47198293_0;5.10;0.00;tripinfo_veh4934 routing_veh4934;115.00;veh4934;1;1209.23;0.94;0.00;15.17;veh_passenger;;0;0.00
3093.00;248268270_0;51.57;13.53;2553.00;0.78;242069352#0_0;5.10;0.00;tripinfo_veh4231 routing_veh4231;540.00;veh4231;1;5145.11;1.04;0.00;156.02;veh_passenger;;6;74.00
3095.00;-45393801#1_0;13.58;7.62;2754.00;0.91;-420553734#1_0;5.10;0.00;tripinfo_veh4564 routing_veh4564;341.00;veh4564;1;3772.86;1.14;0.00;95.32;veh_passenger;;3;28.00
3095.00;1177425291_1;68.36;13.89;2827.00;0.92;-1177752016_0;5.10;14.09;tripinfo_veh4685 routing_veh4685;268.00;veh4685;1;2423.93;1.01;0.00;80.62;veh_passenger;;3;41.00
3096.00;400353533_0;147.29;6.12;2456.00;0.30;-403898774_0;5.10;3.39;tripinfo_veh4071 routing_veh4071;640.00;veh4071;1;3911.94;0.81;0.00;187.33;veh_passenger;;11;74.00
3096.00;42207938#0_0;58.66;8.08;2617.00;0.24;-59829982#4_0;5.10;0.00;tripinfo_veh4338 routing_veh4338;479.00;veh4338;1;4518.51;1.05;0.00;128.84;veh_passenger;;5;43.00
3096.00;45429565#2_2;124.07;10.56;2733.00;0.42;-270507192#1_0;5.10;0.00;tripinfo_veh4530 routing_veh4530;363.00;veh4530;1;3208.62;0.91;0.00;83.38;veh_passenger;;4;47.00
3097.00;1179935500#0_0;0.69;6.38;2713.00;0.33;172851603#0_0;5.10;13.88;tripinfo_veh4497 routing_veh4497;384.00;veh4497;1;3187.70;1.00;0.00;99.83;veh_passenger;;4;39.00
3098.00;420553738_0;25.70;11.67;2401.00;0.80;375081257#8_0;5.10;0.00;tripinfo_veh3979 routing_veh3979;697.00;veh3979;1;5536.41;0.90;0.00;156.61;veh_passenger;;6;67.00
3098.00;-242069253_0;51.76;2.67;2661.00;0.81;542416843#2_0;5.10;0.00;tripinfo_veh4410 routing_veh4410;437.00;veh4410;1;3796.24;1.14;0.00;128.51;veh_passenger;;7;37.00
3098.00;554582106#6_0;38.92;7.41;2815.00;0.99;740080580#1_0;3.85;0.00;tripinfo_veh4665 routing_veh4665;283.00;veh4665;1;1925.93;0.94;0.00;58.59;veh_passenger;;5;19.00
3099.00;47198292#3_0;78.94;8.60;2445.00;0.76;65089261#0_2;5.10;17.71;tripinfo_veh4052 routing_veh4052;654.00;veh4052;1;5919.59;1.06;0.00;219.08;veh_passenger;;10;91.00
3099.00;-48903012#1_0;48.41;6.38;2609.00;0.68;42195044#10_1;5.10;0.00;tripinfo_veh4324 routing_veh4324;490.00;veh4324;1;3009.55;0.85;0.00;103.48;veh_passenger;;7;24.00
3099.00;242293620_0;66.35;15.31;2683.00;0.49;-250051647#1_0;5.10;0.00;tripinfo_veh4447 routing_veh4447;416.00;veh4447;1;5080.78;1.18;0.00;93.89;veh_passenger;;2;8.00
3100.00;48581483#2_0;48.54;15.52;2489.00;0.73;-403186232#1_0;5.10;0.00;tripinfo_veh4125 routing_veh4125;611.00;veh4125;1;5311.94;1.12;0.00;228.65;veh_passenger;;8;109.00
3101.00;118366342#1_0;44.79;13.21;2693.00;0.84;48538986#1_0;5.10;0.00;tripinfo_veh4463 routing_veh4463;408.00;veh4463;1;3618.66;1.01;0.00;117.55;veh_passenger;;6;54.00
3102.00;-579372766_0;35.07;7.56;2717.00;0.11;29223185#5_0;5.10;0.00;tripinfo_veh4504 routing_veh4504;385.00;veh4504;1;3853.91;1.01;0.00;85.34;veh_passenger;;3;30.00
3103.00;91013820_0;30.62;9.79;2814.00;0.59;60727516#1_0;5.10;0.00;tripinfo_veh4664 routing_veh4664;289.00;veh4664;1;1955.76;0.75;0.00;45.23;veh_passenger;;1;12.00
3104.00;122485130#0_0;97.24;14.89;2621.00;0.02;681482744_0;5.10;6.05;tripinfo_veh4345 routing_veh4345;483.00;veh4345;1;4830.53;1.09;0.00;150.50;veh_passenger;;4;63.00
3105.00;47198297#9_0;89.51;11.31;2393.00;0.64;42141326#0_0;5.10;7.14;tripinfo_veh3966 routing_veh3966;712.00;veh3966;1;5533.78;0.86;0.00;159.50;veh_passenger;;10;62.00
3105.00;1095244323#1_1;229.11;21.48;2472.00;0.62;397524543_0;5.10;12.60;tripinfo_veh4097 routing_veh4097;633.00;veh4097;1;5684.35;0.91;0.00;170.32;veh_passenger;;6;67.00
3105.00;403724112#3_0;72.22;13.23;2483.00;0.15;40668068#3_1;5.10;0.00;tripinfo_veh4116 routing_veh4116;622.00;veh4116;1;7331.93;1.00;0.00;145.27;veh_passenger;;6;25.00
3105.00;242293674#1_0;33.88;13.42;2852.00;0.59;-48537861_0;5.10;14.54;tripinfo_veh4727 routing_veh4727;253.00;veh4727;1;2741.40;1.05;0.00;65.93;veh_passenger;;2;22.00
3106.00;47198295#3_1;24.72;7.55;2623.00;0.21;-397369744_0;5.10;13.55;tripinfo_veh4348 routing_veh4348;483.00;veh4348;1;4470.13;0.98;0.00;125.49;veh_passenger;;6;47.00
3106.00;-48859304#2_0;113.09;11.45;2860.00;0.75;61426873#3_0;5.10;0.00;tripinfo_veh4740 routing_veh4740;246.00;veh4740;1;1803.74;0.85;0.00;61.12;veh_passenger;;3;21.00
3106.00;257862138_0;40.65;14.40;3033.00;0.02;48962887#0_0;5.10;0.00;tripinfo_veh5028 routing_veh5028;73.00;veh5028;1;775.17;1.06;0.00;14.04;veh_passenger;;0;0.00
3107.00;-240449697_0;131.81;12.13;2596.00;0.35;42207937_0;5.10;0.00;tripinfo_veh4303 routing_veh4303;511.00;veh4303;1;3702.52;0.95;0.00;199.37;veh_passenger;;7;97.00
3108.00;61426885#0_0;99.83;13.54;2477.00;0.79;118367899_0;5.10;14.00;tripinfo_veh4105 routing_veh4105;631.00;veh4105;1;4436.23;1.01;0.00;203.57;veh_passenger;;12;81.00
3109.00;-84618079#0_0;63.44;4.42;2492.00;0.71;59833640_0;5.10;15.99;tripinfo_veh4130 routing_veh4130;617.00;veh4130;1;6695.67;1.15;0.00;180.27;veh_passenger;;4;70.00
3109.00;1180356109_0;144.21;13.33;2550.00;0.80;42201260#4_0;5.10;0.00;tripinfo_veh4226 routing_veh4226;559.00;veh4226;1;5817.47;0.99;0.00;151.18;veh_passenger;;6;58.00
3109.00;397300513#1_0;160.89;8.22;2720.00;0.09;-305047845#2_0;5.10;0.00;tripinfo_veh4509 routing_veh4509;389.00;veh4509;1;3969.84;1.00;0.00;89.27;veh_passenger;;5;24.00
3109.00;553363959_0;98.94;5.95;2774.00;0.40;-397524548_0;5.10;10.04;tripinfo_veh4598 routing_veh4598;335.00;veh4598;1;1817.50;0.72;0.00;35.44;veh_passenger;;0;0.00
3109.00;48903008_0;55.60;15.85;2906.00;0.90;45393802_0;5.10;0.00;tripinfo_veh4816 routing_veh4816;203.00;veh4816;1;2212.09;1.18;0.00;64.23;veh_passenger;;1;13.00
3111.00;-775434265_0;42.64;13.94;2833.00;0.29;-533206676_0;5.10;14.88;tripinfo_veh4696 routing_veh4696;278.00;veh4696;1;3266.98;1.07;0.00;48.65;veh_passenger;;2;6.00
3112.00;893216954_0;98.88;12.18;2675.00;0.93;-402178665_1;5.10;12.92;tripinfo_veh4433 routing_veh4433;437.00;veh4433;1;4113.99;0.93;0.00;99.23;veh_passenger;;7;35.00
3113.00;-48537817#3_0;66.75;14.03;2620.00;0.22;-91011055#2_0;5.10;14.40;tripinfo_veh4343 routing_veh4343;493.00;veh4343;1;5525.87;1.04;0.00;145.68;veh_passenger;;5;47.00
3113.00;552447257_0;6.05;5.79;2908.00;0.49;-45393807_0;5.10;0.00;tripinfo_veh4820 routing_veh4820;205.00;veh4820;1;1509.68;0.92;0.00;75.79;veh_passenger;;3;28.00
3114.00;523917172#3_0;126.68;13.01;2629.00;0.78;-241515839_0;5.10;0.00;tripinfo_veh4357 routing_veh4357;485.00;veh4357;1;4264.58;0.97;0.00;159.85;veh_passenger;;8;73.00
3114.00;542537669#1_0;83.12;14.10;2720.00;0.69;-271043921#0_0;5.10;0.00;tripinfo_veh4508 routing_veh4508;394.00;veh4508;1;3839.19;1.02;0.00;101.31;veh_passenger;;3;36.00
3114.00;247049841#1_1;82.72;14.80;2798.00;0.88;48581479_0;5.10;15.14;tripinfo_veh4637 routing_veh4637;316.00;veh4637;1;3060.40;1.09;0.00;111.98;veh_passenger;;5;55.00
3116.00;48903011#0_1;53.02;15.92;2905.00;0.50;-241299722_0;5.10;15.98;tripinfo_veh4815 routing_veh4815;211.00;veh4815;1;1710.49;1.15;0.00;85.98;veh_passenger;;4;32.00
3117.00;893427501#2_1;62.93;14.33;2739.00;0.99;-304932109#1_0;5.10;8.69;tripinfo_veh4539 routing_veh4539;378.00;veh4539;1;3311.21;1.04;0.00;69.42;veh_passenger;;3;25.00
3117.00;48903031_0;13.52;9.61;2868.00;0.30;102321720#0_0;5.10;0.00;tripinfo_veh4754 routing_veh4754;249.00;veh4754;1;2405.93;0.91;0.00;29.90;veh_passenger;;0;0.00
3118.00;-47861224#0_0;35.58;13.71;2840.00;0.65;-509965325_0;5.10;14.70;tripinfo_veh4707 routing_veh4707;278.00;veh4707;1;2867.18;1.06;0.00;76.88;veh_passenger;;3;21.00
3120.00;257862138_0;40.65;14.30;2745.00;0.36;405513787#1_0;5.10;0.00;tripinfo_veh4550 routing_veh4550;375.00;veh4550;1;5073.03;1.08;0.00;119.47;veh_passenger;;4;35.00
3120.00;638307837_0;81.91;12.24;2802.00;0.05;91013781#1_0;5.10;0.00;tripinfo_veh4645 routing_veh4645;318.00;veh4645;1;2971.90;0.90;0.00;70.29;veh_passenger;;4;24.00
3120.00;306186364#2_0;8.33;13.07;2846.00;0.02;-48144960#3_0;5.10;0.00;tripinfo_veh4718 routing_veh4718;274.00;veh4718;1;3247.29;1.00;0.00;35.06;veh_passenger;;0;0.00
3120.00;-107405952#2_0;27.03;11.53;2993.00;0.43;-534604436_0;5.10;14.62;tripinfo_veh4961 routing_veh4961;127.00;veh4961;1;1395.13;1.05;0.00;24.15;veh_passenger;;1;1.00
3121.00;347760559#9_0;30.19;15.06;2880.00;0.24;-61426882#0_0;5.10;0.00;tripinfo_veh4774 routing_veh4774;241.00;veh4774;1;3434.67;1.12;0.00;44.75;veh_passenger;;1;1.00
3121.00;48903208_0;41.83;8.49;2897.00;0.35;-242293626#1_0;5.10;0.00;tripinfo_veh4802 routing_veh4802;224.00;veh4802;1;2392.63;1.07;0.00;41.29;veh_passenger;;2;5.00
3122.00;40668082#8_0;129.32;13.79;2891.00;0.38;-606419594_0;5.10;14.29;tripinfo_veh4792 routing_veh4792;231.00;veh4792;1;2006.94;1.03;0.00;90.19;veh_passenger;;2;56.00
3123.00;49217104#0_0;41.83;8.52;2602.00;0.92;534538265#1_0;4.94;0.00;tripinfo_veh4312 routing_veh4312;521.00;veh4312;1;4702.07;1.12;0.00;158.55;veh_passenger;;8;50.00
3123.00;-84618081#0_0;130.25;2.13;2800.00;0.46;-304932109#1_0;5.10;8.97;tripinfo_veh4641 routing_veh4641;323.00;veh4641;1;2952.49;1.08;0.00;36.89;veh_passenger;;0;0.00
3124.00;542537670#0_0;33.76;7.78;2650.00;0.06;-1095231261_0;5.10;14.26;tripinfo_veh4393 routing_veh4393;474.00;veh4393;1;6356.63;1.03;0.00;102.03;veh_passenger;;3;17.00
3124.00;241515818_0;34.47;13.32;2694.00;0.63;542542863#0_1;5.10;0.00;tripinfo_veh4465 routing_veh4465;430.00;veh4465;1;3835.69;1.02;0.00;152.20;veh_passenger;;6;65.00
3125.00;406261770#2_0;101.12;8.08;2590.00;0.38;42201260#8_0;5.10;0.00;tripinfo_veh4293 routing_veh4293;535.00;veh4293;1;5308.66;1.03;0.00;114.25;veh_passenger;;3;26.00
3125.00;405405237_0;0.20;7.31;2722.00;0.28;-242293611#1_0;5.10;0.00;tripinfo_veh4512 routing_veh4512;403.00;veh4512;1;3700.27;0.98;0.00;132.93;veh_passenger;;6;62.00
3125.00;241308383_0;51.07;15.32;2801.00;0.26;402797116_0;5.10;0.00;tripinfo_veh4643 routing_veh4643;324.00;veh4643;1;3046.68;1.13;0.00;116.24;veh_passenger;;4;42.00
3126.00;-45393818_0;194.79;9.92;2859.00;0.35;-397300511#1_0;5.10;0.00;tripinfo_veh4739 routing_veh4739;267.00;veh4739;1;2350.24;0.80;0.00;52.27;veh_passenger;;2;19.00
3126.00;-48581479_0;400.49;12.14;2956.00;0.83;-605045760_0;5.10;2.68;tripinfo_veh4899 routing_veh4899;170.00;veh4899;1;1710.91;0.96;0.00;35.40;veh_passenger;;1;10.00
3127.00;42456626_0;33.26;6.88;2773.00;2.42;311652834#2_0;5.10;0.00;tripinfo_veh4593 routing_veh4593;354.00;veh4593;1;3233.74;0.83;0.00;58.41;veh_passenger;;2;12.00
3127.00;-107415170_0;88.57;14.06;2901.00;0.73;240449702#2_0;5.10;0.00;tripinfo_veh4808 routing_veh4808;226.00;veh4808;1;2541.66;1.09;0.00;56.99;veh_passenger;;1;10.00
3128.00;-281865188#0_0;79.18;6.49;2471.00;0.22;91011063_0;5.10;20.22;tripinfo_veh4096 routing_veh4096;657.00;veh4096;1;6243.09;0.91;0.00;175.57;veh_passenger;;11;65.00
3128.00;-91013792_0;59.98;7.52;2833.00;0.89;48903087#0_0;5.10;0.00;tripinfo_veh4695 routing_veh4695;295.00;veh4695;1;2548.00;1.06;0.00;68.61;veh_passenger;;3;21.00
3129.00;40972477#1_0;60.04;12.64;2785.00;0.55;250051647#1_0;5.10;0.00;tripinfo_veh4616 routing_veh4616;344.00;veh4616;1;3186.01;0.94;0.00;93.71;veh_passenger;;6;34.00
3129.00;269103491_0;79.72;2.82;2935.00;0.95;86134858#7_0;5.10;0.00;tripinfo_veh4864 routing_veh4864;194.00;veh4864;1;1514.76;0.93;0.00;37.01;veh_passenger;;1;10.00
3130.00;48144960#7_0;28.94;10.73;2555.00;0.97;614107731#2_1;5.10;0.00;tripinfo_veh4234 routing_veh4234;575.00;veh4234;1;4819.59;0.86;0.00;94.30;veh_passenger;;3;26.00
3130.00;895035173#2_0;6.68;14.05;2722.00;0.88;-475612442_0;5.10;14.79;tripinfo_veh4511 routing_veh4511;408.00;veh4511;1;4746.58;1.06;0.00;119.20;veh_passenger;;4;60.00
3130.00;534538266#1_1;14.90;12.85;2732.00;0.03;97279526#5_1;5.10;0.00;tripinfo_veh4529 routing_veh4529;398.00;veh4529;1;4624.96;1.11;0.00;112.35;veh_passenger;;5;21.00
3131.00;484829766_0;26.76;2.05;2767.00;0.64;-241515862_0;5.10;13.55;tripinfo_veh4586 routing_veh4586;364.00;veh4586;1;3382.52;0.98;0.00;64.99;veh_passenger;;2;11.00
3131.00;552447267_1;198.10;12.23;2855.00;0.57;45393819#3_0;5.10;0.00;tripinfo_veh4732 routing_veh4732;276.00;veh4732;1;2192.59;0.93;0.00;84.45;veh_passenger;;3;35.00
3132.00;1118423674#0_0;102.60;7.41;2655.00;0.84;-305033721_0;5.10;2.51;tripinfo_veh4400 routing_veh4400;477.00;veh4400;1;3160.49;0.90;0.00;106.47;veh_passenger;;5;24.00
3132.00;47198284#0_0;0.20;13.80;2990.00;0.45;559145527#0_0;5.10;0.00;tripinfo_veh4956 routing_veh4956;142.00;veh4956;1;2778.13;1.08;0.00;28.98;veh_passenger;;0;0.00
3133.00;552447267_0;198.10;12.73;2960.00;0.61;402742810_0;5.10;0.00;tripinfo_veh4906 routing_veh4906;173.00;veh4906;1;1759.09;0.99;0.00;28.21;veh_passenger;;0;0.00
3135.00;1038286896_0;2.21;17.51;2606.00;0.70;-47861224#2_0;5.10;0.00;tripinfo_veh4319 routing_veh4319;529.00;veh4319;1;4269.80;0.83;0.00;154.82;veh_passenger;;7;78.00
3135.00;514836099_0;88.07;13.31;2790.00;0.72;-82898769#1_0;5.10;0.00;tripinfo_veh4624 routing_veh4624;345.00;veh4624;1;3806.43;1.00;0.00;83.76;veh_passenger;;3;11.00
3135.00;45393779#0_0;21.50;11.76;2947.00;0.28;-403123152#4_0;5.10;0.00;tripinfo_veh4885 routing_veh4885;188.00;veh4885;1;1652.80;1.15;0.00;77.79;veh_passenger;;3;44.00
3136.00;304931619_0;81.46;7.11;2737.00;0.20;286680916_0;5.10;0.00;tripinfo_veh4537 routing_veh4537;399.00;veh4537;1;3058.01;1.00;0.00;159.36;veh_passenger;;7;85.00
3136.00;47198295#3_0;24.72;7.46;2929.00;0.98;-241299736_0;5.10;13.00;tripinfo_veh4854 routing_veh4854;207.00;veh4854;1;2035.01;0.94;0.00;34.66;veh_passenger;;2;8.00
3137.00;48149034#1_0;33.24;14.37;2618.00;0.03;-405513786#0_0;5.10;0.00;tripinfo_veh4340 routing_veh4340;519.00;veh4340;1;5285.79;1.06;0.00;186.21;veh_passenger;;4;103.00
3138.00;338566787#2_0;28.52;12.16;2478.00;0.58;-48581485#1_0;5.10;12.56;tripinfo_veh4107 routing_veh4107;660.00;veh4107;1;5548.55;0.90;0.00;207.66;veh_passenger;;8;93.00
3138.00;534903524#2_0;166.84;14.40;2768.00;0.44;614107731#1_0;5.10;0.00;tripinfo_veh4588 routing_veh4588;370.00;veh4588;1;2981.42;1.05;0.00;93.62;veh_passenger;;5;20.00
3139.00;208743542#1-AddedOffRampEdge_2;94.13;25.34;2708.00;0.15;45393775#1_0;5.10;0.00;tripinfo_veh4489 routing_veh4489;431.00;veh4489;1;4267.21;1.11;0.00;132.39;veh_passenger;;4;66.00
3140.00;61390455_1;20.68;6.03;2804.00;0.85;240449702#0_0;5.10;0.00;tripinfo_veh4647 routing_veh4647;336.00;veh4647;1;3117.47;0.88;0.00;65.66;veh_passenger;;3;15.00
3141.00;-258854962#2_0;40.02;14.26;2688.00;0.66;402219375#1_2;5.10;0.00;tripinfo_veh4455 routing_veh4455;453.00;veh4455;1;3589.08;1.10;0.00;185.11;veh_passenger;;7;62.00
3141.00;-45393799_0;109.84;13.36;2764.00;0.66;59825628#2_0;5.10;0.00;tripinfo_veh4581 routing_veh4581;377.00;veh4581;1;3125.56;1.01;0.00;130.12;veh_passenger;;8;61.00
3141.00;98607707#0_0;76.33;14.38;2884.00;0.62;-50635544#3_0;5.10;23.10;tripinfo_veh4780 routing_veh4780;257.00;veh4780;1;4287.50;1.04;0.00;33.09;veh_passenger;;0;0.00
3142.00;894857854_0;35.64;10.23;2654.00;0.44;389763215#3_0;0.66;0.00;tripinfo_veh4399 routing_veh4399;488.00;veh4399;1;3694.64;0.82;0.00;136.67;veh_passenger;;7;68.00
3142.00;240449693#7_0;182.13;5.79;2705.00;0.17;45427986_0;5.10;0.00;tripinfo_veh4484 routing_veh4484;437.00;veh4484;1;4853.83;1.06;0.00;85.88;veh_passenger;;3;23.00
3143.00;-48102296#1_0;93.94;13.00;2735.00;0.61;65089261#3_1;5.10;0.00;tripinfo_veh4533 routing_veh4533;408.00;veh4533;1;3483.20;1.02;0.00;161.52;veh_passenger;;7;93.00
3143.00;48903208_0;41.83;7.26;2940.00;1.12;-563376161#0_0;5.10;0.00;tripinfo_veh4872 routing_veh4872;203.00;veh4872;1;1515.59;0.95;0.00;70.54;veh_passenger;;3;28.00
3144.00;-320862698#1_0;36.47;14.43;2807.00;0.83;-48581437#1_0;5.10;0.00;tripinfo_veh4652 routing_veh4652;337.00;veh4652;1;3496.28;1.19;0.00;124.30;veh_passenger;;3;43.00
3145.00;-86134858#2_0;37.59;7.78;2780.00;0.97;-405492104_0;5.10;0.00;tripinfo_veh4607 routing_veh4607;365.00;veh4607;1;3670.99;0.96;0.00;66.50;veh_passenger;;2;12.00
3146.00;-81508867#2_0;14.30;10.48;2710.00;0.34;-48556971#3_0;5.10;0.00;tripinfo_veh4492 routing_veh4492;436.00;veh4492;1;3740.76;1.04;0.00;165.03;veh_passenger;;6;40.00
3146.00;86484942#3_0;44.26;3.02;2919.00;0.03;45393772#12_1;5.10;0.00;tripinfo_veh4839 routing_veh4839;227.00;veh4839;1;1565.88;1.02;0.00;66.18;veh_passenger;;2;25.00
3147.00;509965322_0;45.97;14.46;2760.00;0.88;48903087#0_0;5.10;0.00;tripinfo_veh4574 routing_veh4574;387.00;veh4574;1;3104.98;1.04;0.00;165.89;veh_passenger;;5;65.00
3147.00;815723563#2_0;16.92;14.28;2761.00;0.67;-514836099_0;5.10;14.52;tripinfo_veh4576 routing_veh4576;386.00;veh4576;1;4053.28;1.05;0.00;105.62;veh_passenger;;4;41.00
3147.00;45424964_0;0.20;7.74;2761.00;0.07;42195044#10_1;5.10;0.00;tripinfo_veh4577 routing_veh4577;386.00;veh4577;1;2565.59;0.97;0.00;121.36;veh_passenger;;9;52.00
3148.00;427451695#5_0;8.75;9.01;2916.00;0.65;542542888#1_1;5.10;0.00;tripinfo_veh4833 routing_veh4833;232.00;veh4833;1;2508.84;1.12;0.00;57.49;veh_passenger;;2;10.00
3149.00;310108974#2_0;80.58;9.35;2532.00;0.90;-1185480832_0;5.10;11.78;tripinfo_veh4196 routing_veh4196;617.00;veh4196;1;5696.43;0.85;0.00;143.19;veh_passenger;;4;67.00
3149.00;45429547#0_0;220.63;6.44;2659.00;0.62;492478294_0;5.10;0.00;tripinfo_veh4407 routing_veh4407;490.00;veh4407;1;2883.95;0.78;0.00;77.81;veh_passenger;;4;17.00
3150.00;-45393801#0_0;90.86;11.14;2786.00;0.94;1148504188#1_0;5.10;0.00;tripinfo_veh4617 routing_veh4617;364.00;veh4617;1;2956.57;0.88;0.00;118.41;veh_passenger;;5;62.00
3152.00;-48548043_0;46.06;5.88;2941.00;0.91;40972463#4_1;5.10;0.00;tripinfo_veh4874 routing_veh4874;211.00;veh4874;1;1741.92;0.80;0.00;44.34;veh_passenger;;2;17.00
3152.00;118366335#3_0;19.37;13.20;3046.00;0.35;-559508158#3_0;5.10;0.00;tripinfo_veh5049 routing_veh5049;106.00;veh5049;1;1127.24;1.12;0.00;31.91;veh_passenger;;0;0.00
3152.00;-241299704#1_0;33.32;14.04;3078.00;0.98;-304930431#1_0;5.10;14.72;tripinfo_veh5101 routing_veh5101;74.00;veh5101;1;838.80;1.06;0.00;15.17;veh_passenger;;1;1.00
3153.00;-270507192#0_0;34.24;12.68;2874.00;0.87;-635408173_0;5.10;13.03;tripinfo_veh4763 routing_veh4763;279.00;veh4763;1;2391.08;0.94;0.00;80.77;veh_passenger;;4;36.00
3154.00;48537830#0_1;31.80;13.02;2507.00;0.03;554582109#0_0;5.10;0.00;tripinfo_veh4156 routing_veh4156;647.00;veh4156;1;5016.11;0.94;0.00;135.71;veh_passenger;;10;35.00
