tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
415.00;628465848#1_0;26.40;14.97;79.00;0.58;1079647159#1_1;5.10;0.00;tripinfo_veh130 routing_veh130;336.00;veh130;1;3565.04;1.12;0.00;67.10;veh_passenger;;2;15.00
415.00;403000153_0;102.18;12.36;222.00;0.02;241299689_0;5.10;0.00;tripinfo_veh368 routing_veh368;193.00;veh368;1;1736.82;0.90;0.00;29.16;veh_passenger;;1;3.00
415.00;-48903023#0_0;15.18;13.53;292.00;0.04;45393776_0;5.10;0.00;tripinfo_veh484 routing_veh484;123.00;veh484;1;1045.13;1.04;0.00;47.64;veh_passenger;;3;19.00
416.00;241308388_0;36.89;14.43;119.00;0.77;-101460267#2_0;5.10;0.00;tripinfo_veh196 routing_veh196;297.00;veh196;1;3365.11;1.07;0.00;63.23;veh_passenger;;2;21.00
416.00;61426873#2_0;25.00;11.51;121.00;0.36;304931614_1;5.10;0.00;tripinfo_veh200 routing_veh200;295.00;veh200;1;2605.09;0.87;0.00;46.44;veh_passenger;;2;11.00
416.00;389763220#1_1;69.95;13.73;192.00;0.78;304931274#3_0;5.10;0.00;tripinfo_veh317 routing_veh317;224.00;veh317;1;1669.10;1.07;0.00;47.77;veh_passenger;;3;18.00
417.00;42207935_0;52.20;13.08;9.00;0.55;542416847_0;5.10;0.00;tripinfo_veh14 routing_veh14;408.00;veh14;1;3315.87;0.99;0.00;86.22;veh_passenger;;3;26.00
417.00;81508865#2_0;0.20;6.43;96.00;0.69;-398051548#1_0;5.10;16.38;tripinfo_veh158 routing_veh158;321.00;veh158;1;3178.07;1.18;0.00;120.26;veh_passenger;;7;35.00
420.00;48581494_0;153.91;12.02;10.00;0.95;50367490#1_0;5.10;0.00;tripinfo_veh15 routing_veh15;410.00;veh15;1;3288.67;0.93;0.00;151.34;veh_passenger;;5;82.00
420.00;-1180356718#0_0;100.27;12.50;14.00;0.73;-242069257_0;5.10;13.54;tripinfo_veh22 routing_veh22;406.00;veh22;1;4608.14;0.97;0.00;57.78;veh_passenger;;1;1.00
420.00;50557150#0_1;162.54;11.99;63.00;0.27;-48913922_0;5.10;13.23;tripinfo_veh104 routing_veh104;357.00;veh104;1;3748.18;0.95;0.00;66.10;veh_passenger;;3;24.00
421.00;403002801#1_0;54.64;10.31;122.00;0.15;-242069339#2_0;5.10;0.00;tripinfo_veh202 routing_veh202;299.00;veh202;1;2857.86;0.83;0.00;31.86;veh_passenger;;0;0.00
422.00;1179685339_0;62.33;6.73;180.00;0.24;-249651164_0;5.10;2.67;tripinfo_veh298 routing_veh298;242.00;veh298;1;1771.11;0.96;0.00;44.60;veh_passenger;;2;10.00
424.00;45429554#3_0;28.32;18.80;323.00;0.88;242069253_0;5.10;2.40;tripinfo_veh534 routing_veh534;101.00;veh534;1;820.95;0.86;0.00;18.50;veh_passenger;;0;0.00
426.00;39503432#1_1;240.78;14.20;263.00;0.60;-400679084#10_0;5.10;0.00;tripinfo_veh435 routing_veh435;163.00;veh435;1;1620.64;1.05;0.00;37.48;veh_passenger;;3;7.00
428.00;542393522_0;68.91;11.89;104.00;0.85;84719882#2_0;5.10;0.00;tripinfo_veh171 routing_veh171;324.00;veh171;1;3294.05;0.94;0.00;103.31;veh_passenger;;4;45.00
428.00;-45393762#3_0;99.43;16.25;276.00;0.93;48537841#3_1;5.10;0.00;tripinfo_veh456 routing_veh456;152.00;veh456;1;1440.13;1.20;0.00;63.79;veh_passenger;;3;28.00
429.00;974149544_0;391.76;14.76;318.00;0.71;-84012041#1_0;5.10;0.00;tripinfo_veh526 routing_veh526;111.00;veh526;1;1449.52;1.08;0.00;19.67;veh_passenger;;1;1.00
430.00;1239701773_0;17.94;13.69;212.00;0.27;-82881577_0;5.10;0.00;tripinfo_veh351 routing_veh351;218.00;veh351;1;2118.55;1.11;0.00;52.59;veh_passenger;;1;8.00
432.00;46227733#0_0;73.55;8.40;45.00;0.36;97279526#4_1;5.10;0.00;tripinfo_veh74 routing_veh74;387.00;veh74;1;4594.36;1.06;0.00;89.44;veh_passenger;;1;16.00
432.00;48537828#2_0;241.61;15.38;241.00;0.92;-404961026_0;5.10;15.41;tripinfo_veh398 routing_veh398;191.00;veh398;1;2058.74;1.11;0.00;34.97;veh_passenger;;0;0.00
433.00;91013793_1;145.31;12.85;63.00;0.87;-1180356110#0_0;5.10;0.00;tripinfo_veh103 routing_veh103;370.00;veh103;1;3813.67;0.97;0.00;89.74;veh_passenger;;4;29.00
433.00;42141924#4_1;33.17;11.57;110.00;0.82;1240059933#1_1;5.10;0.00;tripinfo_veh181 routing_veh181;323.00;veh181;1;3197.86;1.06;0.00;95.24;veh_passenger;;3;34.00
433.00;404410861#1_1;29.68;12.56;284.00;0.49;-1177992123_0;5.10;12.79;tripinfo_veh470 routing_veh470;149.00;veh470;1;2107.93;0.92;0.00;23.65;veh_passenger;;0;0.00
434.00;45393773#1_0;81.72;14.91;28.00;0.86;-283122516#2_0;5.10;15.11;tripinfo_veh45 routing_veh45;406.00;veh45;1;4769.04;1.09;0.00;132.65;veh_passenger;;5;35.00
435.00;304931613#4_0;24.44;10.49;151.00;0.20;154978250#0_0;5.10;0.00;tripinfo_veh250 routing_veh250;284.00;veh250;1;4352.93;1.04;0.00;42.24;veh_passenger;;0;0.00
435.00;-543406859_0;81.62;12.81;338.00;0.80;240449693#0_0;5.10;0.00;tripinfo_veh559 routing_veh559;97.00;veh559;1;1054.46;1.00;0.00;13.81;veh_passenger;;0;0.00
436.00;403869582#4_0;11.01;7.60;37.00;0.81;48903079_0;5.10;13.47;tripinfo_veh60 routing_veh60;399.00;veh60;1;3037.56;0.97;0.00;71.10;veh_passenger;;3;13.00
437.00;542393635#0_0;48.72;12.82;235.00;0.95;553308443#2_0;5.10;0.00;tripinfo_veh388 routing_veh388;202.00;veh388;1;1705.84;0.96;0.00;73.01;veh_passenger;;4;29.00
440.00;241299727_0;87.79;14.75;104.00;0.25;893218834#4_0;5.10;0.00;tripinfo_veh172 routing_veh172;336.00;veh172;1;3109.00;1.09;0.00;87.45;veh_passenger;;3;14.00
440.00;48537816#0_0;114.82;14.90;142.00;0.85;403192339_0;5.10;0.00;tripinfo_veh234 routing_veh234;298.00;veh234;1;3786.66;1.14;0.00;51.63;veh_passenger;;1;2.00
441.00;45424969#1_0;45.28;11.42;35.00;0.62;-605045761_0;5.10;2.50;tripinfo_veh57 routing_veh57;406.00;veh57;1;3729.43;0.90;0.00;113.62;veh_passenger;;5;44.00
441.00;47198297#4_0;67.28;13.22;223.00;0.41;91013783#1_0;5.10;0.00;tripinfo_veh369 routing_veh369;218.00;veh369;1;2037.21;0.99;0.00;41.92;veh_passenger;;0;0.00
442.00;241299711_0;54.60;15.46;87.00;0.74;247049837#1_1;5.10;0.00;tripinfo_veh143 routing_veh143;355.00;veh143;1;3713.97;1.16;0.00;113.67;veh_passenger;;4;34.00
442.00;86484893_0;57.84;3.97;177.00;0.26;-1082150374_0;5.10;13.47;tripinfo_veh293 routing_veh293;265.00;veh293;1;3287.65;0.97;0.00;48.40;veh_passenger;;0;0.00
443.00;84618189#5_0;410.17;11.52;220.00;0.43;-552432616_0;5.10;11.95;tripinfo_veh364 routing_veh364;223.00;veh364;1;3436.05;0.86;0.00;15.63;veh_passenger;;0;0.00
443.00;485222907_0;18.32;2.64;249.00;0.47;-86484937_0;5.10;13.24;tripinfo_veh412 routing_veh412;194.00;veh412;1;1721.70;0.95;0.00;37.98;veh_passenger;;1;11.00
444.00;-81508885#3_0;28.23;9.60;206.00;0.30;-445106174#0_0;5.10;0.00;tripinfo_veh341 routing_veh341;238.00;veh341;1;3916.73;1.16;0.00;50.41;veh_passenger;;1;4.00
445.00;-61426871#1_0;32.03;14.94;35.00;0.01;40668089#3_0;5.10;0.00;tripinfo_veh58 routing_veh58;410.00;veh58;1;3362.44;1.14;0.00;153.83;veh_passenger;;7;76.00
445.00;503636474#5_0;16.66;13.79;51.00;0.93;-45427986_0;5.10;0.00;tripinfo_veh83 routing_veh83;394.00;veh83;1;4232.35;1.02;0.00;88.09;veh_passenger;;5;26.00
446.00;86134858#10_0;27.06;8.70;376.00;0.80;-338566778#3_0;5.10;0.00;tripinfo_veh622 routing_veh622;70.00;veh622;1;463.76;1.06;0.00;20.93;veh_passenger;;1;5.00
447.00;338566786#11_0;32.93;13.61;264.00;0.39;42201275#0_0;5.10;0.00;tripinfo_veh437 routing_veh437;183.00;veh437;1;1647.87;1.23;0.00;59.57;veh_passenger;;4;22.00
449.00;492471412#1_0;9.27;7.90;20.00;0.70;542406710_0;5.10;0.00;tripinfo_veh32 routing_veh32;429.00;veh32;1;3917.48;1.01;0.00;86.01;veh_passenger;;5;25.00
451.00;404965417_0;5.19;8.40;207.00;0.70;247049841#1_1;5.10;0.00;tripinfo_veh342 routing_veh342;244.00;veh342;1;2224.89;1.02;0.00;80.93;veh_passenger;;3;31.00
452.00;84618077#2_0;84.82;13.00;22.00;0.89;-45393768#1_0;5.10;0.00;tripinfo_veh35 routing_veh35;430.00;veh35;1;4489.15;1.02;0.00;115.74;veh_passenger;;6;45.00
452.00;1190067770_0;63.06;11.57;71.00;0.42;558922364#1_0;5.10;0.00;tripinfo_veh117 routing_veh117;381.00;veh117;1;2991.29;0.92;0.00;145.31;veh_passenger;;7;88.00
453.00;61429335_0;121.20;7.58;141.00;0.45;242293611#0_0;5.10;0.00;tripinfo_veh233 routing_veh233;312.00;veh233;1;3312.49;1.04;0.00;98.58;veh_passenger;;3;46.00
453.00;534903524#0_1;32.55;11.89;170.00;0.50;304931228#1_0;5.10;0.00;tripinfo_veh281 routing_veh281;283.00;veh281;1;2907.75;0.99;0.00;68.76;veh_passenger;;3;21.00
453.00;534538263#0_1;35.26;13.45;262.00;0.81;-1082148057_0;5.10;12.21;tripinfo_veh433 routing_veh433;191.00;veh433;1;2423.20;1.05;0.00;28.13;veh_passenger;;0;0.00
454.00;400449634#4_0;62.26;11.99;40.00;0.19;-242074466_0;5.10;12.26;tripinfo_veh66 routing_veh66;414.00;veh66;1;3726.16;0.88;0.00;87.95;veh_passenger;;2;37.00
455.00;1180174779_0;41.06;14.04;321.00;0.09;274985653#2_0;5.10;0.00;tripinfo_veh532 routing_veh532;134.00;veh532;1;1121.11;1.03;0.00;19.09;veh_passenger;;0;0.00
456.00;61426872#2_0;85.05;9.08;305.00;0.98;-397346474_0;5.10;3.28;tripinfo_veh504 routing_veh504;151.00;veh504;1;1520.42;1.18;0.00;41.91;veh_passenger;;1;2.00
457.00;208781828_0;49.46;6.36;107.00;0.23;86484947#2_0;5.10;0.00;tripinfo_veh177 routing_veh177;350.00;veh177;1;3155.51;0.92;0.00;84.10;veh_passenger;;4;28.00
457.00;241299707_0;26.51;13.86;317.00;0.91;-241308387_0;5.10;3.04;tripinfo_veh524 routing_veh524;140.00;veh524;1;1315.24;1.09;0.00;18.44;veh_passenger;;0;0.00
459.00;45393784#0_1;69.47;13.30;127.00;0.93;242069217#1_0;5.10;0.00;tripinfo_veh209 routing_veh209;332.00;veh209;1;3084.97;1.00;0.00;103.19;veh_passenger;;5;37.00
461.00;400907051#0_0;13.52;14.15;113.00;0.80;102327035#2_0;5.10;0.00;tripinfo_veh186 routing_veh186;348.00;veh186;1;3472.77;1.08;0.00;105.62;veh_passenger;;4;16.00
461.00;1148504188#1_1;29.90;14.06;121.00;0.96;334968123#0_0;5.10;0.00;tripinfo_veh199 routing_veh199;340.00;veh199;1;3063.36;1.03;0.00;132.52;veh_passenger;;6;72.00
461.00;-403186237_0;25.88;11.37;162.00;0.34;48143276_0;5.10;0.00;tripinfo_veh268 routing_veh268;299.00;veh268;1;3113.76;0.96;0.00;65.82;veh_passenger;;2;19.00
461.00;48144960#4_0;25.05;13.41;187.00;0.00;-535363733_0;5.10;6.07;tripinfo_veh310 routing_veh310;274.00;veh310;1;2816.92;1.06;0.00;78.05;veh_passenger;;2;35.00
462.00;405030854_1;68.85;10.66;90.00;0.12;60727908#2_0;5.10;0.00;tripinfo_veh149 routing_veh149;372.00;veh149;1;3588.74;1.00;0.00;82.64;veh_passenger;;2;33.00
463.00;1178046262_0;47.97;15.62;89.00;0.33;250024018#0_0;5.10;0.00;tripinfo_veh147 routing_veh147;374.00;veh147;1;4796.83;1.14;0.00;89.34;veh_passenger;;3;21.00
463.00;533787302_1;147.50;10.55;131.00;0.10;29223062#7_0;5.10;0.00;tripinfo_veh217 routing_veh217;332.00;veh217;1;2338.30;0.83;0.00;92.33;veh_passenger;;4;50.00
463.00;48903082#1_0;14.97;12.64;148.00;0.21;304927917#1_0;5.10;0.00;tripinfo_veh245 routing_veh245;315.00;veh245;1;2909.07;0.97;0.00;76.30;veh_passenger;;3;29.00
463.00;81508888#2_0;0.20;15.79;236.00;0.74;-242069229#1_0;5.10;0.00;tripinfo_veh390 routing_veh390;227.00;veh390;1;2098.84;1.14;0.00;76.51;veh_passenger;;2;37.00
464.00;552619450_2;13.08;10.30;101.00;0.87;552455433_1;5.10;0.00;tripinfo_veh166 routing_veh166;363.00;veh166;1;3417.29;1.05;0.00;118.06;veh_passenger;;6;44.00
465.00;503636474#2_0;15.27;14.66;277.00;0.73;-403186229_0;5.10;0.00;tripinfo_veh458 routing_veh458;188.00;veh458;1;1895.22;1.12;0.00;60.05;veh_passenger;;4;17.00
466.00;-241308382_0;49.99;14.44;125.00;0.74;-406976393_0;5.10;3.08;tripinfo_veh206 routing_veh206;341.00;veh206;1;4970.56;1.11;0.00;65.21;veh_passenger;;1;7.00
466.00;253220514_0;153.85;9.14;183.00;0.83;48548020_0;5.10;9.64;tripinfo_veh302 routing_veh302;283.00;veh302;1;4667.06;1.16;0.00;54.04;veh_passenger;;0;0.00
467.00;397369740_0;71.37;13.83;292.00;0.65;-325042063_0;5.10;2.85;tripinfo_veh483 routing_veh483;175.00;veh483;1;1845.48;1.02;0.00;33.93;veh_passenger;;1;2.00
468.00;242293667#0_0;69.74;13.33;22.00;0.28;552619450_1;5.10;0.00;tripinfo_veh36 routing_veh36;446.00;veh36;1;4627.62;0.97;0.00;129.30;veh_passenger;;6;51.00
469.00;48548027_0;73.02;14.12;73.00;0.01;-420553736_0;5.10;11.28;tripinfo_veh121 routing_veh121;396.00;veh121;1;4581.75;1.07;0.00;69.64;veh_passenger;;2;14.00
471.00;45393772#9_1;19.78;12.51;163.00;0.73;46227733#1_0;5.10;0.00;tripinfo_veh269 routing_veh269;308.00;veh269;1;2625.44;0.98;0.00;89.17;veh_passenger;;3;36.00
471.00;-304932104#2_0;12.50;9.11;192.00;0.18;-404316076_0;5.10;5.05;tripinfo_veh318 routing_veh318;279.00;veh318;1;3981.19;1.21;0.00;40.23;veh_passenger;;1;1.00
473.00;82880732#3_1;87.26;7.34;16.00;0.32;-48963734#1_0;5.10;0.00;tripinfo_veh26 routing_veh26;457.00;veh26;1;4402.99;0.92;0.00;71.82;veh_passenger;;4;19.00
473.00;748656874_0;10.51;8.90;60.00;0.28;42141325_0;5.10;0.00;tripinfo_veh99 routing_veh99;413.00;veh99;1;5054.95;1.12;0.00;138.91;veh_passenger;;6;45.00
473.00;-240449701#0_0;65.07;14.45;301.00;0.60;404966383#0_0;5.10;3.02;tripinfo_veh498 routing_veh498;172.00;veh498;1;1667.53;1.09;0.00;41.47;veh_passenger;;1;14.00
473.00;400460772_0;51.21;6.95;346.00;0.96;45393817#1_0;5.10;0.00;tripinfo_veh572 routing_veh572;127.00;veh572;1;1244.62;0.93;0.00;21.01;veh_passenger;;0;0.00
475.00;397369744_0;59.55;12.06;204.00;0.11;474831747#1_1;5.10;0.00;tripinfo_veh338 routing_veh338;271.00;veh338;1;2899.93;0.93;0.00;66.40;veh_passenger;;2;10.00
475.00;304931614_1;77.60;9.92;350.00;0.74;403186232#0_0;5.10;0.00;tripinfo_veh579 routing_veh579;125.00;veh579;1;1232.14;0.93;0.00;21.01;veh_passenger;;0;0.00
476.00;264452213#12_0;40.39;8.13;55.00;0.11;240449701#4_0;5.10;0.00;tripinfo_veh91 routing_veh91;421.00;veh91;1;4585.21;1.02;0.00;70.23;veh_passenger;;3;11.00
477.00;208769658#0_1;14.49;11.75;88.00;0.53;42201266#2_0;5.10;0.00;tripinfo_veh145 routing_veh145;389.00;veh145;1;5765.05;1.13;0.00;77.84;veh_passenger;;3;13.00
478.00;42141326#18_1;18.83;9.31;213.00;0.06;542393635#1_1;5.10;0.00;tripinfo_veh353 routing_veh353;265.00;veh353;1;2173.13;1.13;0.00;78.48;veh_passenger;;4;20.00
480.00;552646975#0_0;91.98;7.41;198.00;0.14;269102410#0_0;5.10;0.00;tripinfo_veh328 routing_veh328;282.00;veh328;1;2183.94;0.94;0.00;51.99;veh_passenger;;3;10.00
482.00;406261770#1_0;61.16;7.41;229.00;0.98;-400679084#5_0;5.10;0.00;tripinfo_veh378 routing_veh378;253.00;veh378;1;2106.03;0.91;0.00;33.68;veh_passenger;;0;0.00
483.00;250033169_0;76.97;7.91;37.00;0.20;-101886657_0;5.10;3.01;tripinfo_veh61 routing_veh61;446.00;veh61;1;4655.30;1.08;0.00;102.67;veh_passenger;;5;25.00
483.00;42143918#16_0;94.90;7.09;119.00;0.17;250129556_0;5.10;0.00;tripinfo_veh197 routing_veh197;364.00;veh197;1;2954.91;1.00;0.00;58.32;veh_passenger;;2;11.00
484.00;81508885#2_0;37.42;8.40;395.00;0.50;50557150#0_0;5.10;0.00;tripinfo_veh654 routing_veh654;89.00;veh654;1;879.70;1.06;0.00;23.66;veh_passenger;;1;1.00
485.00;894857822_0;42.31;13.51;96.00;0.09;548284678#3_1;5.03;0.00;tripinfo_veh159 routing_veh159;389.00;veh159;1;3559.86;1.08;0.00;136.76;veh_passenger;;7;54.00
485.00;-59825632#2_0;91.20;14.17;176.00;0.46;86484949#3_0;5.10;0.00;tripinfo_veh291 routing_veh291;309.00;veh291;1;3374.51;1.10;0.00;47.43;veh_passenger;;2;2.00
485.00;895423024_0;0.20;8.13;282.00;0.30;-48203231#0_0;5.10;0.00;tripinfo_veh467 routing_veh467;203.00;veh467;1;1193.85;0.80;0.00;94.31;veh_passenger;;4;54.00
486.00;42143234#1_0;113.73;15.60;12.00;0.54;544580387#1_0;5.10;0.00;tripinfo_veh19 routing_veh19;474.00;veh19;1;6443.83;1.16;0.00;119.06;veh_passenger;;6;37.00
486.00;242282589#2_0;107.99;11.92;45.00;0.97;-410350138_0;5.10;13.06;tripinfo_veh73 routing_veh73;441.00;veh73;1;4712.62;0.94;0.00;102.18;veh_passenger;;3;37.00
486.00;-894857825_0;22.40;11.91;335.00;0.21;48963738#5_0;5.10;0.00;tripinfo_veh555 routing_veh555;151.00;veh555;1;845.93;0.90;0.00;35.08;veh_passenger;;1;2.00
487.00;1095251278#0_0;57.24;14.74;81.00;0.77;42453882#4_0;5.10;0.00;tripinfo_veh133 routing_veh133;406.00;veh133;1;3620.42;1.07;0.00;123.68;veh_passenger;;5;62.00
488.00;42181485#2_0;46.51;7.88;91.00;0.52;542393508#2_0;5.10;0.00;tripinfo_veh150 routing_veh150;397.00;veh150;1;2885.53;0.97;0.00;83.99;veh_passenger;;5;21.00
490.00;1178046266_0;58.10;14.40;26.00;0.66;218811762#6_0;5.10;0.00;tripinfo_veh42 routing_veh42;464.00;veh42;1;4775.43;1.09;0.00;142.64;veh_passenger;;6;51.00
490.00;894588797_0;165.51;12.82;227.00;0.19;-304931620_0;5.10;7.79;tripinfo_veh376 routing_veh376;263.00;veh376;1;2301.14;0.94;0.00;78.55;veh_passenger;;3;34.00
490.00;894588836_0;78.37;14.47;333.00;0.63;542415586#0_1;1.51;0.00;tripinfo_veh551 routing_veh551;157.00;veh551;1;1685.13;1.10;0.00;43.67;veh_passenger;;2;13.00
492.00;400008031#3_0;147.45;13.59;181.00;0.03;-403113838_0;5.10;0.00;tripinfo_veh300 routing_veh300;311.00;veh300;1;3064.57;0.98;0.00;65.99;veh_passenger;;4;11.00
492.00;-402963032#1_0;38.03;13.07;315.00;0.12;61426867#3_0;5.10;0.00;tripinfo_veh522 routing_veh522;177.00;veh522;1;1903.56;1.01;0.00;31.54;veh_passenger;;1;1.00
493.00;1180364960_0;114.20;2.68;241.00;0.32;48903022_0;5.10;0.00;tripinfo_veh399 routing_veh399;252.00;veh399;1;2238.67;1.00;0.00;51.60;veh_passenger;;1;5.00
494.00;542406425#1_1;80.15;12.49;244.00;0.90;45393761#2_1;5.10;0.00;tripinfo_veh403 routing_veh403;250.00;veh403;1;2394.40;0.98;0.00;73.49;veh_passenger;;4;35.00
494.00;397470314_0;33.08;12.95;313.00;0.53;389763215#2_0;5.10;0.00;tripinfo_veh518 routing_veh518;181.00;veh518;1;1916.81;1.01;0.00;34.22;veh_passenger;;2;6.00
495.00;815723563#1_0;98.68;13.22;73.00;0.61;389763220#2_0;0.11;0.00;tripinfo_veh120 routing_veh120;422.00;veh120;1;4659.46;0.99;0.00;98.28;veh_passenger;;5;40.00
495.00;242069312_0;51.70;15.07;181.00;0.64;-46228464#2_0;5.10;0.00;tripinfo_veh299 routing_veh299;314.00;veh299;1;2457.38;1.10;0.00;148.43;veh_passenger;;6;72.00
495.00;601414874#0_0;29.53;7.51;287.00;0.47;-1180352271_0;5.10;4.57;tripinfo_veh475 routing_veh475;208.00;veh475;1;2334.99;1.06;0.00;27.84;veh_passenger;;0;0.00
496.00;523917171#2_1;98.48;14.06;180.00;0.84;333014846#3_0;0.20;0.00;tripinfo_veh297 routing_veh297;316.00;veh297;1;2899.89;1.05;0.00;115.58;veh_passenger;;5;57.00
497.00;107405952#2_0;27.03;21.60;84.00;0.15;48147639#1_0;5.10;0.00;tripinfo_veh139 routing_veh139;413.00;veh139;1;4602.53;1.02;0.00;102.35;veh_passenger;;3;38.00
497.00;252225574#2_2;92.65;17.73;152.00;0.59;45393771#1_0;5.10;0.00;tripinfo_veh251 routing_veh251;345.00;veh251;1;3157.10;1.14;0.00;153.38;veh_passenger;;5;82.00
498.00;79872785#1_0;61.70;14.81;38.00;0.60;-1179951483_0;5.10;15.18;tripinfo_veh62 routing_veh62;460.00;veh62;1;5110.53;1.12;0.00;171.75;veh_passenger;;5;62.00
498.00;48548036_0;46.72;7.23;65.00;0.46;400084632#1_0;5.10;0.00;tripinfo_veh107 routing_veh107;433.00;veh107;1;3763.70;1.01;0.00;87.28;veh_passenger;;6;27.00
498.00;86485178_1;114.24;11.02;168.00;0.91;347760559#6_2;5.10;0.00;tripinfo_veh277 routing_veh277;330.00;veh277;1;4523.31;0.85;0.00;29.16;veh_passenger;;0;0.00
501.00;334948974#0_0;21.65;6.80;115.00;0.39;-635408173_0;5.10;12.38;tripinfo_veh190 routing_veh190;386.00;veh190;1;3514.16;0.89;0.00;78.01;veh_passenger;;4;20.00
501.00;42201259#3_1;114.61;23.58;263.00;0.00;-894857854_0;5.10;13.41;tripinfo_veh436 routing_veh436;238.00;veh436;1;2973.88;0.97;0.00;37.70;veh_passenger;;1;2.00
502.00;397524544_0;46.01;12.81;260.00;0.01;-368497493#2_0;5.10;13.97;tripinfo_veh431 routing_veh431;242.00;veh431;1;2310.58;1.01;0.00;68.81;veh_passenger;;3;28.00
502.00;62202961#2_0;4.84;13.66;289.00;0.66;533793749#0_0;3.58;0.00;tripinfo_veh478 routing_veh478;213.00;veh478;1;2026.56;1.06;0.00;60.01;veh_passenger;;6;16.00
503.00;-257861440#4_0;43.34;12.10;218.00;0.24;897190043#4_0;5.10;0.00;tripinfo_veh361 routing_veh361;285.00;veh361;1;3020.32;0.96;0.00;68.17;veh_passenger;;3;10.00
505.00;252683992#1_0;59.84;19.66;113.00;0.20;45393762#1_0;5.10;0.00;tripinfo_veh187 routing_veh187;392.00;veh187;1;3612.68;0.94;0.00;74.09;veh_passenger;;4;19.00
506.00;-893268806_0;21.82;8.25;34.00;0.82;337277981#2_1;5.10;0.00;tripinfo_veh55 routing_veh55;472.00;veh55;1;4299.35;1.00;0.00;104.33;veh_passenger;;5;27.00
509.00;86484940#0_0;36.84;12.20;130.00;0.31;-403192338_0;5.10;2.79;tripinfo_veh215 routing_veh215;379.00;veh215;1;3868.70;1.00;0.00;60.16;veh_passenger;;2;8.00
509.00;-542537659#1_0;30.84;13.78;281.00;0.50;-86484949#1_0;3.19;0.00;tripinfo_veh465 routing_veh465;228.00;veh465;1;2221.95;1.08;0.00;59.93;veh_passenger;;2;27.00
510.00;59833664#1_0;335.57;14.59;95.00;0.90;48903087#0_1;5.10;0.00;tripinfo_veh156 routing_veh156;415.00;veh156;1;3578.51;1.06;0.00;131.02;veh_passenger;;7;51.00
510.00;-48903063#3_0;52.01;12.08;190.00;0.59;47198297#3_0;5.10;0.00;tripinfo_veh314 routing_veh314;320.00;veh314;1;2884.60;0.90;0.00;71.46;veh_passenger;;3;21.00
510.00;552447262#0_0;12.76;8.77;320.00;0.90;473373906#2_0;5.10;0.00;tripinfo_veh529 routing_veh529;190.00;veh529;1;1388.68;0.92;0.00;30.22;veh_passenger;;1;1.00
511.00;513993208_0;0.20;10.88;235.00;0.35;-532230398_0;5.10;11.81;tripinfo_veh389 routing_veh389;276.00;veh389;1;2239.32;0.85;0.00;83.25;veh_passenger;;3;40.00
511.00;-61426878#0_0;22.66;8.33;248.00;0.68;42454301#3_0;5.10;0.00;tripinfo_veh410 routing_veh410;263.00;veh410;1;2393.56;1.09;0.00;83.28;veh_passenger;;3;46.00
511.00;241264351#0_0;48.34;11.50;343.00;0.98;-45393800#0_0;5.10;0.00;tripinfo_veh567 routing_veh567;168.00;veh567;1;1465.69;0.90;0.00;46.99;veh_passenger;;3;22.00
511.00;400449634#2_0;97.34;14.68;343.00;0.37;453516156_0;5.10;3.15;tripinfo_veh568 routing_veh568;168.00;veh568;1;1529.48;1.13;0.00;52.70;veh_passenger;;2;17.00
511.00;304748653#1_1;31.17;13.45;435.00;0.68;-304932111#0_0;5.10;0.00;tripinfo_veh720 routing_veh720;76.00;veh720;1;669.75;1.00;0.00;25.39;veh_passenger;;1;12.00
512.00;240449693#2_0;32.27;5.24;215.00;0.86;45393787#2_1;5.10;0.00;tripinfo_veh355 routing_veh355;297.00;veh355;1;3230.93;1.02;0.00;65.52;veh_passenger;;3;9.00
514.00;554582108#8_1;44.80;7.46;34.00;0.22;61426879#1_1;5.10;0.00;tripinfo_veh56 routing_veh56;480.00;veh56;1;3731.32;1.00;0.00;133.18;veh_passenger;;6;65.00
514.00;397464997#4_0;31.49;13.54;247.00;0.89;39525772#1_0;5.10;0.00;tripinfo_veh408 routing_veh408;267.00;veh408;1;2278.37;1.03;0.00;52.33;veh_passenger;;0;0.00
515.00;-242293646_0;99.23;2.18;20.00;0.09;-485164522_0;5.10;3.26;tripinfo_veh33 routing_veh33;495.00;veh33;1;4507.15;1.17;0.00;171.08;veh_passenger;;6;78.00
515.00;453516157#3_0;14.15;14.81;272.00;0.55;42201266#0_0;5.10;27.68;tripinfo_veh450 routing_veh450;243.00;veh450;1;4443.72;1.11;0.00;33.26;veh_passenger;;1;3.00
515.00;533787301_1;98.77;11.86;355.00;0.91;-84012037_0;5.10;7.47;tripinfo_veh587 routing_veh587;160.00;veh587;1;1542.00;0.90;0.00;22.43;veh_passenger;;0;0.00
516.00;-241515820_0;24.58;2.80;160.00;0.15;-283122503_0;5.10;14.51;tripinfo_veh265 routing_veh265;356.00;veh265;1;5530.11;1.04;0.00;60.05;veh_passenger;;0;0.00
